matrix,mode,opt_level,schedule,chunk_size,num_threads,perf,run,value
1138_bus.mtx,sequential,,none,none,1,no,1,0.000039
1138_bus.mtx,sequential,,none,none,1,no,2,0.000016
1138_bus.mtx,sequential,,none,none,1,no,3,0.000017
1138_bus.mtx,sequential,,none,none,1,no,4,0.000016
1138_bus.mtx,sequential,,none,none,1,no,5,0.000017
1138_bus.mtx,sequential,,none,none,1,no,6,0.000036
1138_bus.mtx,sequential,,none,none,1,no,7,0.000037
1138_bus.mtx,sequential,,none,none,1,no,8,0.000018
1138_bus.mtx,sequential,,none,none,1,no,9,0.000018
1138_bus.mtx,sequential,,none,none,1,no,10,0.000032
1138_bus.mtx,sequential,,none,none,1,yes,1,ERROR
1138_bus.mtx,sequential,,none,none,1,yes,2,ERROR
1138_bus.mtx,sequential,,none,none,1,yes,3,ERROR
1138_bus.mtx,sequential,,none,none,1,yes,4,ERROR
1138_bus.mtx,sequential,,none,none,1,yes,5,ERROR
1138_bus.mtx,sequential,,none,none,1,yes,6,ERROR
1138_bus.mtx,sequential,,none,none,1,yes,7,ERROR
1138_bus.mtx,sequential,,none,none,1,yes,8,ERROR
1138_bus.mtx,sequential,,none,none,1,yes,9,ERROR
1138_bus.mtx,sequential,,none,none,1,yes,10,ERROR
1138_bus.mtx,sequential,-O1,none,none,1,no,1,0.000017
1138_bus.mtx,sequential,-O1,none,none,1,no,2,0.000009
1138_bus.mtx,sequential,-O1,none,none,1,no,3,0.000008
1138_bus.mtx,sequential,-O1,none,none,1,no,4,0.000008
1138_bus.mtx,sequential,-O1,none,none,1,no,5,0.000009
1138_bus.mtx,sequential,-O1,none,none,1,no,6,0.000008
1138_bus.mtx,sequential,-O1,none,none,1,no,7,0.000009
1138_bus.mtx,sequential,-O1,none,none,1,no,8,0.000009
1138_bus.mtx,sequential,-O1,none,none,1,no,9,0.000009
1138_bus.mtx,sequential,-O1,none,none,1,no,10,0.000008
1138_bus.mtx,sequential,-O1,none,none,1,yes,1,ERROR
1138_bus.mtx,sequential,-O1,none,none,1,yes,2,ERROR
1138_bus.mtx,sequential,-O1,none,none,1,yes,3,ERROR
1138_bus.mtx,sequential,-O1,none,none,1,yes,4,ERROR
1138_bus.mtx,sequential,-O1,none,none,1,yes,5,ERROR
1138_bus.mtx,sequential,-O1,none,none,1,yes,6,ERROR
1138_bus.mtx,sequential,-O1,none,none,1,yes,7,ERROR
1138_bus.mtx,sequential,-O1,none,none,1,yes,8,ERROR
1138_bus.mtx,sequential,-O1,none,none,1,yes,9,ERROR
1138_bus.mtx,sequential,-O1,none,none,1,yes,10,ERROR
1138_bus.mtx,sequential,-O2,none,none,1,no,1,0.000000
1138_bus.mtx,sequential,-O2,none,none,1,no,2,0.000000
1138_bus.mtx,sequential,-O2,none,none,1,no,3,0.000000
1138_bus.mtx,sequential,-O2,none,none,1,no,4,0.000000
1138_bus.mtx,sequential,-O2,none,none,1,no,5,0.000000
1138_bus.mtx,sequential,-O2,none,none,1,no,6,0.000000
1138_bus.mtx,sequential,-O2,none,none,1,no,7,0.000000
1138_bus.mtx,sequential,-O2,none,none,1,no,8,0.000000
1138_bus.mtx,sequential,-O2,none,none,1,no,9,0.000000
1138_bus.mtx,sequential,-O2,none,none,1,no,10,0.000000
1138_bus.mtx,sequential,-O2,none,none,1,yes,1,ERROR
1138_bus.mtx,sequential,-O2,none,none,1,yes,2,ERROR
1138_bus.mtx,sequential,-O2,none,none,1,yes,3,ERROR
1138_bus.mtx,sequential,-O2,none,none,1,yes,4,ERROR
1138_bus.mtx,sequential,-O2,none,none,1,yes,5,ERROR
1138_bus.mtx,sequential,-O2,none,none,1,yes,6,ERROR
1138_bus.mtx,sequential,-O2,none,none,1,yes,7,ERROR
1138_bus.mtx,sequential,-O2,none,none,1,yes,8,ERROR
1138_bus.mtx,sequential,-O2,none,none,1,yes,9,ERROR
1138_bus.mtx,sequential,-O2,none,none,1,yes,10,ERROR
1138_bus.mtx,sequential,-O3,none,none,1,no,1,0.000001
1138_bus.mtx,sequential,-O3,none,none,1,no,2,0.000000
1138_bus.mtx,sequential,-O3,none,none,1,no,3,0.000000
1138_bus.mtx,sequential,-O3,none,none,1,no,4,0.000000
1138_bus.mtx,sequential,-O3,none,none,1,no,5,0.000000
1138_bus.mtx,sequential,-O3,none,none,1,no,6,0.000000
1138_bus.mtx,sequential,-O3,none,none,1,no,7,0.000000
1138_bus.mtx,sequential,-O3,none,none,1,no,8,0.000000
1138_bus.mtx,sequential,-O3,none,none,1,no,9,0.000000
1138_bus.mtx,sequential,-O3,none,none,1,no,10,0.000000
1138_bus.mtx,sequential,-O3,none,none,1,yes,1,ERROR
1138_bus.mtx,sequential,-O3,none,none,1,yes,2,ERROR
1138_bus.mtx,sequential,-O3,none,none,1,yes,3,ERROR
1138_bus.mtx,sequential,-O3,none,none,1,yes,4,ERROR
1138_bus.mtx,sequential,-O3,none,none,1,yes,5,ERROR
1138_bus.mtx,sequential,-O3,none,none,1,yes,6,ERROR
1138_bus.mtx,sequential,-O3,none,none,1,yes,7,ERROR
1138_bus.mtx,sequential,-O3,none,none,1,yes,8,ERROR
1138_bus.mtx,sequential,-O3,none,none,1,yes,9,ERROR
1138_bus.mtx,sequential,-O3,none,none,1,yes,10,ERROR
1138_bus.mtx,sequential,-Ofast,none,none,1,no,1,0.000000
1138_bus.mtx,sequential,-Ofast,none,none,1,no,2,0.000001
1138_bus.mtx,sequential,-Ofast,none,none,1,no,3,0.000000
1138_bus.mtx,sequential,-Ofast,none,none,1,no,4,-0.000000
1138_bus.mtx,sequential,-Ofast,none,none,1,no,5,0.000000
1138_bus.mtx,sequential,-Ofast,none,none,1,no,6,-0.000000
1138_bus.mtx,sequential,-Ofast,none,none,1,no,7,0.000000
1138_bus.mtx,sequential,-Ofast,none,none,1,no,8,-0.000000
1138_bus.mtx,sequential,-Ofast,none,none,1,no,9,0.000000
1138_bus.mtx,sequential,-Ofast,none,none,1,no,10,-0.000000
1138_bus.mtx,sequential,-Ofast,none,none,1,yes,1,ERROR
1138_bus.mtx,sequential,-Ofast,none,none,1,yes,2,ERROR
1138_bus.mtx,sequential,-Ofast,none,none,1,yes,3,ERROR
1138_bus.mtx,sequential,-Ofast,none,none,1,yes,4,ERROR
1138_bus.mtx,sequential,-Ofast,none,none,1,yes,5,ERROR
1138_bus.mtx,sequential,-Ofast,none,none,1,yes,6,ERROR
1138_bus.mtx,sequential,-Ofast,none,none,1,yes,7,ERROR
1138_bus.mtx,sequential,-Ofast,none,none,1,yes,8,ERROR
1138_bus.mtx,sequential,-Ofast,none,none,1,yes,9,ERROR
1138_bus.mtx,sequential,-Ofast,none,none,1,yes,10,ERROR
ash85.mtx,sequential,,none,none,1,no,1,0.000001
ash85.mtx,sequential,,none,none,1,no,2,0.000001
ash85.mtx,sequential,,none,none,1,no,3,0.000001
ash85.mtx,sequential,,none,none,1,no,4,0.000002
ash85.mtx,sequential,,none,none,1,no,5,0.000001
ash85.mtx,sequential,,none,none,1,no,6,0.000001
ash85.mtx,sequential,,none,none,1,no,7,0.000001
ash85.mtx,sequential,,none,none,1,no,8,0.000001
ash85.mtx,sequential,,none,none,1,no,9,0.000001
ash85.mtx,sequential,,none,none,1,no,10,0.000002
ash85.mtx,sequential,,none,none,1,yes,1,ERROR
ash85.mtx,sequential,,none,none,1,yes,2,ERROR
ash85.mtx,sequential,,none,none,1,yes,3,ERROR
ash85.mtx,sequential,,none,none,1,yes,4,ERROR
ash85.mtx,sequential,,none,none,1,yes,5,ERROR
ash85.mtx,sequential,,none,none,1,yes,6,ERROR
ash85.mtx,sequential,,none,none,1,yes,7,ERROR
ash85.mtx,sequential,,none,none,1,yes,8,ERROR
ash85.mtx,sequential,,none,none,1,yes,9,ERROR
ash85.mtx,sequential,,none,none,1,yes,10,ERROR
ash85.mtx,sequential,-O1,none,none,1,no,1,0.000001
ash85.mtx,sequential,-O1,none,none,1,no,2,0.000002
ash85.mtx,sequential,-O1,none,none,1,no,3,0.000001
ash85.mtx,sequential,-O1,none,none,1,no,4,0.000002
ash85.mtx,sequential,-O1,none,none,1,no,5,0.000001
ash85.mtx,sequential,-O1,none,none,1,no,6,0.000000
ash85.mtx,sequential,-O1,none,none,1,no,7,0.000002
ash85.mtx,sequential,-O1,none,none,1,no,8,0.000001
ash85.mtx,sequential,-O1,none,none,1,no,9,0.000001
ash85.mtx,sequential,-O1,none,none,1,no,10,0.000001
ash85.mtx,sequential,-O1,none,none,1,yes,1,ERROR
ash85.mtx,sequential,-O1,none,none,1,yes,2,ERROR
ash85.mtx,sequential,-O1,none,none,1,yes,3,ERROR
ash85.mtx,sequential,-O1,none,none,1,yes,4,ERROR
ash85.mtx,sequential,-O1,none,none,1,yes,5,ERROR
ash85.mtx,sequential,-O1,none,none,1,yes,6,ERROR
ash85.mtx,sequential,-O1,none,none,1,yes,7,ERROR
ash85.mtx,sequential,-O1,none,none,1,yes,8,ERROR
ash85.mtx,sequential,-O1,none,none,1,yes,9,ERROR
ash85.mtx,sequential,-O1,none,none,1,yes,10,ERROR
ash85.mtx,sequential,-O2,none,none,1,no,1,0.000000
ash85.mtx,sequential,-O2,none,none,1,no,2,0.000000
ash85.mtx,sequential,-O2,none,none,1,no,3,0.000000
ash85.mtx,sequential,-O2,none,none,1,no,4,0.000000
ash85.mtx,sequential,-O2,none,none,1,no,5,0.000000
ash85.mtx,sequential,-O2,none,none,1,no,6,0.000000
ash85.mtx,sequential,-O2,none,none,1,no,7,0.000000
ash85.mtx,sequential,-O2,none,none,1,no,8,0.000000
ash85.mtx,sequential,-O2,none,none,1,no,9,0.000000
ash85.mtx,sequential,-O2,none,none,1,no,10,0.000000
ash85.mtx,sequential,-O2,none,none,1,yes,1,ERROR
ash85.mtx,sequential,-O2,none,none,1,yes,2,ERROR
ash85.mtx,sequential,-O2,none,none,1,yes,3,ERROR
ash85.mtx,sequential,-O2,none,none,1,yes,4,ERROR
ash85.mtx,sequential,-O2,none,none,1,yes,5,ERROR
ash85.mtx,sequential,-O2,none,none,1,yes,6,ERROR
ash85.mtx,sequential,-O2,none,none,1,yes,7,ERROR
ash85.mtx,sequential,-O2,none,none,1,yes,8,ERROR
ash85.mtx,sequential,-O2,none,none,1,yes,9,ERROR
ash85.mtx,sequential,-O2,none,none,1,yes,10,ERROR
ash85.mtx,sequential,-O3,none,none,1,no,1,0.000000
ash85.mtx,sequential,-O3,none,none,1,no,2,0.000000
ash85.mtx,sequential,-O3,none,none,1,no,3,0.000000
ash85.mtx,sequential,-O3,none,none,1,no,4,0.000000
ash85.mtx,sequential,-O3,none,none,1,no,5,0.000000
ash85.mtx,sequential,-O3,none,none,1,no,6,0.000000
ash85.mtx,sequential,-O3,none,none,1,no,7,0.000000
ash85.mtx,sequential,-O3,none,none,1,no,8,0.000000
ash85.mtx,sequential,-O3,none,none,1,no,9,0.000000
ash85.mtx,sequential,-O3,none,none,1,no,10,0.000000
ash85.mtx,sequential,-O3,none,none,1,yes,1,ERROR
ash85.mtx,sequential,-O3,none,none,1,yes,2,ERROR
ash85.mtx,sequential,-O3,none,none,1,yes,3,ERROR
ash85.mtx,sequential,-O3,none,none,1,yes,4,ERROR
ash85.mtx,sequential,-O3,none,none,1,yes,5,ERROR
ash85.mtx,sequential,-O3,none,none,1,yes,6,ERROR
ash85.mtx,sequential,-O3,none,none,1,yes,7,ERROR
ash85.mtx,sequential,-O3,none,none,1,yes,8,ERROR
ash85.mtx,sequential,-O3,none,none,1,yes,9,ERROR
ash85.mtx,sequential,-O3,none,none,1,yes,10,ERROR
ash85.mtx,sequential,-Ofast,none,none,1,no,1,0.000004
ash85.mtx,sequential,-Ofast,none,none,1,no,2,0.000000
ash85.mtx,sequential,-Ofast,none,none,1,no,3,-0.000000
ash85.mtx,sequential,-Ofast,none,none,1,no,4,0.000000
ash85.mtx,sequential,-Ofast,none,none,1,no,5,-0.000000
ash85.mtx,sequential,-Ofast,none,none,1,no,6,-0.000000
ash85.mtx,sequential,-Ofast,none,none,1,no,7,-0.000000
ash85.mtx,sequential,-Ofast,none,none,1,no,8,-0.000000
ash85.mtx,sequential,-Ofast,none,none,1,no,9,0.000000
ash85.mtx,sequential,-Ofast,none,none,1,no,10,-0.000000
ash85.mtx,sequential,-Ofast,none,none,1,yes,1,ERROR
ash85.mtx,sequential,-Ofast,none,none,1,yes,2,ERROR
ash85.mtx,sequential,-Ofast,none,none,1,yes,3,ERROR
ash85.mtx,sequential,-Ofast,none,none,1,yes,4,ERROR
ash85.mtx,sequential,-Ofast,none,none,1,yes,5,ERROR
ash85.mtx,sequential,-Ofast,none,none,1,yes,6,ERROR
ash85.mtx,sequential,-Ofast,none,none,1,yes,7,ERROR
ash85.mtx,sequential,-Ofast,none,none,1,yes,8,ERROR
ash85.mtx,sequential,-Ofast,none,none,1,yes,9,ERROR
ash85.mtx,sequential,-Ofast,none,none,1,yes,10,ERROR
bcsstk13.mtx,sequential,,none,none,1,no,1,0.000363
bcsstk13.mtx,sequential,,none,none,1,no,2,0.000267
bcsstk13.mtx,sequential,,none,none,1,no,3,0.000210
bcsstk13.mtx,sequential,,none,none,1,no,4,0.000194
bcsstk13.mtx,sequential,,none,none,1,no,5,0.000166
bcsstk13.mtx,sequential,,none,none,1,no,6,0.000161
bcsstk13.mtx,sequential,,none,none,1,no,7,0.000149
bcsstk13.mtx,sequential,,none,none,1,no,8,0.000147
bcsstk13.mtx,sequential,,none,none,1,no,9,0.000144
bcsstk13.mtx,sequential,,none,none,1,no,10,0.000144
bcsstk13.mtx,sequential,,none,none,1,yes,1,ERROR
bcsstk13.mtx,sequential,,none,none,1,yes,2,ERROR
bcsstk13.mtx,sequential,,none,none,1,yes,3,ERROR
bcsstk13.mtx,sequential,,none,none,1,yes,4,ERROR
bcsstk13.mtx,sequential,,none,none,1,yes,5,ERROR
bcsstk13.mtx,sequential,,none,none,1,yes,6,ERROR
bcsstk13.mtx,sequential,,none,none,1,yes,7,ERROR
bcsstk13.mtx,sequential,,none,none,1,yes,8,ERROR
bcsstk13.mtx,sequential,,none,none,1,yes,9,ERROR
bcsstk13.mtx,sequential,,none,none,1,yes,10,ERROR
bcsstk13.mtx,sequential,-O1,none,none,1,no,1,0.000070
bcsstk13.mtx,sequential,-O1,none,none,1,no,2,0.000059
bcsstk13.mtx,sequential,-O1,none,none,1,no,3,0.000045
bcsstk13.mtx,sequential,-O1,none,none,1,no,4,0.000040
bcsstk13.mtx,sequential,-O1,none,none,1,no,5,0.000034
bcsstk13.mtx,sequential,-O1,none,none,1,no,6,0.000030
bcsstk13.mtx,sequential,-O1,none,none,1,no,7,0.000030
bcsstk13.mtx,sequential,-O1,none,none,1,no,8,0.000029
bcsstk13.mtx,sequential,-O1,none,none,1,no,9,0.000027
bcsstk13.mtx,sequential,-O1,none,none,1,no,10,0.000028
bcsstk13.mtx,sequential,-O1,none,none,1,yes,1,ERROR
bcsstk13.mtx,sequential,-O1,none,none,1,yes,2,ERROR
bcsstk13.mtx,sequential,-O1,none,none,1,yes,3,ERROR
bcsstk13.mtx,sequential,-O1,none,none,1,yes,4,ERROR
bcsstk13.mtx,sequential,-O1,none,none,1,yes,5,ERROR
bcsstk13.mtx,sequential,-O1,none,none,1,yes,6,ERROR
bcsstk13.mtx,sequential,-O1,none,none,1,yes,7,ERROR
bcsstk13.mtx,sequential,-O1,none,none,1,yes,8,ERROR
bcsstk13.mtx,sequential,-O1,none,none,1,yes,9,ERROR
bcsstk13.mtx,sequential,-O1,none,none,1,yes,10,ERROR
bcsstk13.mtx,sequential,-O2,none,none,1,no,1,0.000000
bcsstk13.mtx,sequential,-O2,none,none,1,no,2,0.000000
bcsstk13.mtx,sequential,-O2,none,none,1,no,3,0.000000
bcsstk13.mtx,sequential,-O2,none,none,1,no,4,0.000000
bcsstk13.mtx,sequential,-O2,none,none,1,no,5,0.000000
bcsstk13.mtx,sequential,-O2,none,none,1,no,6,0.000000
bcsstk13.mtx,sequential,-O2,none,none,1,no,7,0.000000
bcsstk13.mtx,sequential,-O2,none,none,1,no,8,0.000000
bcsstk13.mtx,sequential,-O2,none,none,1,no,9,0.000000
bcsstk13.mtx,sequential,-O2,none,none,1,no,10,0.000000
bcsstk13.mtx,sequential,-O2,none,none,1,yes,1,ERROR
bcsstk13.mtx,sequential,-O2,none,none,1,yes,2,ERROR
bcsstk13.mtx,sequential,-O2,none,none,1,yes,3,ERROR
bcsstk13.mtx,sequential,-O2,none,none,1,yes,4,ERROR
bcsstk13.mtx,sequential,-O2,none,none,1,yes,5,ERROR
bcsstk13.mtx,sequential,-O2,none,none,1,yes,6,ERROR
bcsstk13.mtx,sequential,-O2,none,none,1,yes,7,ERROR
bcsstk13.mtx,sequential,-O2,none,none,1,yes,8,ERROR
bcsstk13.mtx,sequential,-O2,none,none,1,yes,9,ERROR
bcsstk13.mtx,sequential,-O2,none,none,1,yes,10,ERROR
bcsstk13.mtx,sequential,-O3,none,none,1,no,1,0.000000
bcsstk13.mtx,sequential,-O3,none,none,1,no,2,0.000000
bcsstk13.mtx,sequential,-O3,none,none,1,no,3,0.000000
bcsstk13.mtx,sequential,-O3,none,none,1,no,4,0.000000
bcsstk13.mtx,sequential,-O3,none,none,1,no,5,0.000000
bcsstk13.mtx,sequential,-O3,none,none,1,no,6,0.000000
bcsstk13.mtx,sequential,-O3,none,none,1,no,7,0.000000
bcsstk13.mtx,sequential,-O3,none,none,1,no,8,0.000000
bcsstk13.mtx,sequential,-O3,none,none,1,no,9,0.000000
bcsstk13.mtx,sequential,-O3,none,none,1,no,10,0.000000
bcsstk13.mtx,sequential,-O3,none,none,1,yes,1,ERROR
bcsstk13.mtx,sequential,-O3,none,none,1,yes,2,ERROR
bcsstk13.mtx,sequential,-O3,none,none,1,yes,3,ERROR
bcsstk13.mtx,sequential,-O3,none,none,1,yes,4,ERROR
bcsstk13.mtx,sequential,-O3,none,none,1,yes,5,ERROR
bcsstk13.mtx,sequential,-O3,none,none,1,yes,6,ERROR
bcsstk13.mtx,sequential,-O3,none,none,1,yes,7,ERROR
bcsstk13.mtx,sequential,-O3,none,none,1,yes,8,ERROR
bcsstk13.mtx,sequential,-O3,none,none,1,yes,9,ERROR
bcsstk13.mtx,sequential,-O3,none,none,1,yes,10,ERROR
bcsstk13.mtx,sequential,-Ofast,none,none,1,no,1,-0.000000
bcsstk13.mtx,sequential,-Ofast,none,none,1,no,2,0.000000
bcsstk13.mtx,sequential,-Ofast,none,none,1,no,3,0.000000
bcsstk13.mtx,sequential,-Ofast,none,none,1,no,4,0.000000
bcsstk13.mtx,sequential,-Ofast,none,none,1,no,5,-0.000000
bcsstk13.mtx,sequential,-Ofast,none,none,1,no,6,0.000000
bcsstk13.mtx,sequential,-Ofast,none,none,1,no,7,0.000000
bcsstk13.mtx,sequential,-Ofast,none,none,1,no,8,0.000000
bcsstk13.mtx,sequential,-Ofast,none,none,1,no,9,-0.000000
bcsstk13.mtx,sequential,-Ofast,none,none,1,no,10,-0.000000
bcsstk13.mtx,sequential,-Ofast,none,none,1,yes,1,ERROR
bcsstk13.mtx,sequential,-Ofast,none,none,1,yes,2,ERROR
bcsstk13.mtx,sequential,-Ofast,none,none,1,yes,3,ERROR
bcsstk13.mtx,sequential,-Ofast,none,none,1,yes,4,ERROR
bcsstk13.mtx,sequential,-Ofast,none,none,1,yes,5,ERROR
bcsstk13.mtx,sequential,-Ofast,none,none,1,yes,6,ERROR
bcsstk13.mtx,sequential,-Ofast,none,none,1,yes,7,ERROR
bcsstk13.mtx,sequential,-Ofast,none,none,1,yes,8,ERROR
bcsstk13.mtx,sequential,-Ofast,none,none,1,yes,9,ERROR
bcsstk13.mtx,sequential,-Ofast,none,none,1,yes,10,ERROR
bcsstk18.mtx,sequential,,none,none,1,no,1,0.000563
bcsstk18.mtx,sequential,,none,none,1,no,2,0.000398
bcsstk18.mtx,sequential,,none,none,1,no,3,0.000347
bcsstk18.mtx,sequential,,none,none,1,no,4,0.000316
bcsstk18.mtx,sequential,,none,none,1,no,5,0.000295
bcsstk18.mtx,sequential,,none,none,1,no,6,0.000296
bcsstk18.mtx,sequential,,none,none,1,no,7,0.000296
bcsstk18.mtx,sequential,,none,none,1,no,8,0.000311
bcsstk18.mtx,sequential,,none,none,1,no,9,0.000306
bcsstk18.mtx,sequential,,none,none,1,no,10,0.000297
bcsstk18.mtx,sequential,,none,none,1,yes,1,ERROR
bcsstk18.mtx,sequential,,none,none,1,yes,2,ERROR
bcsstk18.mtx,sequential,,none,none,1,yes,3,ERROR
bcsstk18.mtx,sequential,,none,none,1,yes,4,ERROR
bcsstk18.mtx,sequential,,none,none,1,yes,5,ERROR
bcsstk18.mtx,sequential,,none,none,1,yes,6,ERROR
bcsstk18.mtx,sequential,,none,none,1,yes,7,ERROR
bcsstk18.mtx,sequential,,none,none,1,yes,8,ERROR
bcsstk18.mtx,sequential,,none,none,1,yes,9,ERROR
bcsstk18.mtx,sequential,,none,none,1,yes,10,ERROR
bcsstk18.mtx,sequential,-O1,none,none,1,no,1,0.000177
bcsstk18.mtx,sequential,-O1,none,none,1,no,2,0.000139
bcsstk18.mtx,sequential,-O1,none,none,1,no,3,0.000111
bcsstk18.mtx,sequential,-O1,none,none,1,no,4,0.000098
bcsstk18.mtx,sequential,-O1,none,none,1,no,5,0.000099
bcsstk18.mtx,sequential,-O1,none,none,1,no,6,0.000095
bcsstk18.mtx,sequential,-O1,none,none,1,no,7,0.000095
bcsstk18.mtx,sequential,-O1,none,none,1,no,8,0.000095
bcsstk18.mtx,sequential,-O1,none,none,1,no,9,0.000097
bcsstk18.mtx,sequential,-O1,none,none,1,no,10,0.000096
bcsstk18.mtx,sequential,-O1,none,none,1,yes,1,ERROR
bcsstk18.mtx,sequential,-O1,none,none,1,yes,2,ERROR
bcsstk18.mtx,sequential,-O1,none,none,1,yes,3,ERROR
bcsstk18.mtx,sequential,-O1,none,none,1,yes,4,ERROR
bcsstk18.mtx,sequential,-O1,none,none,1,yes,5,ERROR
bcsstk18.mtx,sequential,-O1,none,none,1,yes,6,ERROR
bcsstk18.mtx,sequential,-O1,none,none,1,yes,7,ERROR
bcsstk18.mtx,sequential,-O1,none,none,1,yes,8,ERROR
bcsstk18.mtx,sequential,-O1,none,none,1,yes,9,ERROR
bcsstk18.mtx,sequential,-O1,none,none,1,yes,10,ERROR
bcsstk18.mtx,sequential,-O2,none,none,1,no,1,0.000000
bcsstk18.mtx,sequential,-O2,none,none,1,no,2,0.000000
bcsstk18.mtx,sequential,-O2,none,none,1,no,3,0.000000
bcsstk18.mtx,sequential,-O2,none,none,1,no,4,0.000000
bcsstk18.mtx,sequential,-O2,none,none,1,no,5,0.000000
bcsstk18.mtx,sequential,-O2,none,none,1,no,6,0.000000
bcsstk18.mtx,sequential,-O2,none,none,1,no,7,0.000000
bcsstk18.mtx,sequential,-O2,none,none,1,no,8,0.000000
bcsstk18.mtx,sequential,-O2,none,none,1,no,9,0.000000
bcsstk18.mtx,sequential,-O2,none,none,1,no,10,0.000000
bcsstk18.mtx,sequential,-O2,none,none,1,yes,1,ERROR
bcsstk18.mtx,sequential,-O2,none,none,1,yes,2,ERROR
bcsstk18.mtx,sequential,-O2,none,none,1,yes,3,ERROR
bcsstk18.mtx,sequential,-O2,none,none,1,yes,4,ERROR
bcsstk18.mtx,sequential,-O2,none,none,1,yes,5,ERROR
bcsstk18.mtx,sequential,-O2,none,none,1,yes,6,ERROR
bcsstk18.mtx,sequential,-O2,none,none,1,yes,7,ERROR
bcsstk18.mtx,sequential,-O2,none,none,1,yes,8,ERROR
bcsstk18.mtx,sequential,-O2,none,none,1,yes,9,ERROR
bcsstk18.mtx,sequential,-O2,none,none,1,yes,10,ERROR
bcsstk18.mtx,sequential,-O3,none,none,1,no,1,0.000000
bcsstk18.mtx,sequential,-O3,none,none,1,no,2,0.000000
bcsstk18.mtx,sequential,-O3,none,none,1,no,3,0.000000
bcsstk18.mtx,sequential,-O3,none,none,1,no,4,0.000000
bcsstk18.mtx,sequential,-O3,none,none,1,no,5,0.000000
bcsstk18.mtx,sequential,-O3,none,none,1,no,6,0.000000
bcsstk18.mtx,sequential,-O3,none,none,1,no,7,0.000000
bcsstk18.mtx,sequential,-O3,none,none,1,no,8,0.000000
bcsstk18.mtx,sequential,-O3,none,none,1,no,9,0.000000
bcsstk18.mtx,sequential,-O3,none,none,1,no,10,0.000000
bcsstk18.mtx,sequential,-O3,none,none,1,yes,1,ERROR
bcsstk18.mtx,sequential,-O3,none,none,1,yes,2,ERROR
bcsstk18.mtx,sequential,-O3,none,none,1,yes,3,ERROR
bcsstk18.mtx,sequential,-O3,none,none,1,yes,4,ERROR
bcsstk18.mtx,sequential,-O3,none,none,1,yes,5,ERROR
bcsstk18.mtx,sequential,-O3,none,none,1,yes,6,ERROR
bcsstk18.mtx,sequential,-O3,none,none,1,yes,7,ERROR
bcsstk18.mtx,sequential,-O3,none,none,1,yes,8,ERROR
bcsstk18.mtx,sequential,-O3,none,none,1,yes,9,ERROR
bcsstk18.mtx,sequential,-O3,none,none,1,yes,10,ERROR
bcsstk18.mtx,sequential,-Ofast,none,none,1,no,1,0.000002
bcsstk18.mtx,sequential,-Ofast,none,none,1,no,2,-0.000000
bcsstk18.mtx,sequential,-Ofast,none,none,1,no,3,-0.000000
bcsstk18.mtx,sequential,-Ofast,none,none,1,no,4,0.000000
bcsstk18.mtx,sequential,-Ofast,none,none,1,no,5,0.000000
bcsstk18.mtx,sequential,-Ofast,none,none,1,no,6,-0.000000
bcsstk18.mtx,sequential,-Ofast,none,none,1,no,7,-0.000000
bcsstk18.mtx,sequential,-Ofast,none,none,1,no,8,-0.000000
bcsstk18.mtx,sequential,-Ofast,none,none,1,no,9,-0.000000
bcsstk18.mtx,sequential,-Ofast,none,none,1,no,10,-0.000000
bcsstk18.mtx,sequential,-Ofast,none,none,1,yes,1,ERROR
bcsstk18.mtx,sequential,-Ofast,none,none,1,yes,2,ERROR
bcsstk18.mtx,sequential,-Ofast,none,none,1,yes,3,ERROR
bcsstk18.mtx,sequential,-Ofast,none,none,1,yes,4,ERROR
bcsstk18.mtx,sequential,-Ofast,none,none,1,yes,5,ERROR
bcsstk18.mtx,sequential,-Ofast,none,none,1,yes,6,ERROR
bcsstk18.mtx,sequential,-Ofast,none,none,1,yes,7,ERROR
bcsstk18.mtx,sequential,-Ofast,none,none,1,yes,8,ERROR
bcsstk18.mtx,sequential,-Ofast,none,none,1,yes,9,ERROR
bcsstk18.mtx,sequential,-Ofast,none,none,1,yes,10,ERROR
bcsstk32.mtx,sequential,,none,none,1,no,1,0.002310
bcsstk32.mtx,sequential,,none,none,1,no,2,0.002320
bcsstk32.mtx,sequential,,none,none,1,no,3,0.002307
bcsstk32.mtx,sequential,,none,none,1,no,4,0.002296
bcsstk32.mtx,sequential,,none,none,1,no,5,0.002306
bcsstk32.mtx,sequential,,none,none,1,no,6,0.002287
bcsstk32.mtx,sequential,,none,none,1,no,7,0.002299
bcsstk32.mtx,sequential,,none,none,1,no,8,0.002290
bcsstk32.mtx,sequential,,none,none,1,no,9,0.002330
bcsstk32.mtx,sequential,,none,none,1,no,10,0.002294
bcsstk32.mtx,sequential,,none,none,1,yes,1,ERROR
bcsstk32.mtx,sequential,,none,none,1,yes,2,ERROR
bcsstk32.mtx,sequential,,none,none,1,yes,3,ERROR
bcsstk32.mtx,sequential,,none,none,1,yes,4,ERROR
bcsstk32.mtx,sequential,,none,none,1,yes,5,ERROR
bcsstk32.mtx,sequential,,none,none,1,yes,6,ERROR
bcsstk32.mtx,sequential,,none,none,1,yes,7,ERROR
bcsstk32.mtx,sequential,,none,none,1,yes,8,ERROR
bcsstk32.mtx,sequential,,none,none,1,yes,9,ERROR
